Region,Country,ISO Code,Drug Group,Drug,Year,KG Equivalent
Europe,Italy,ITA,Opioids,Heroin,1980,197.1269989
Europe,Italy,ITA,Opioids,Illicit morphine,1980,267.7810059
Europe,Italy,ITA,Opioids,Opium,1980,9
Europe,Italy,ITA,Opioids,Other illicit opioids,1980,4
Europe,Italy,ITA,ATS,Non-specified ATS,1980,16.99399948
Europe,Italy,ITA,Non-specified,Non-specified,1980,5.380000114
Europe,Italy,ITA,Cannabis-type,Cannabis oil,1980,6.169000149
Europe,Italy,ITA,Cannabis-type,Marijuana (herb),1980,780
Europe,Italy,ITA,Cannabis-type,Hashish (resin),1980,4121
Europe,Italy,ITA,Cannabis-type,Cannabis plants,1980,1509.6
Europe,Italy,ITA,Hallucinogens,LSD,1980,0.004
Africa,Côte d'Ivoire,CIV,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.130979997
Africa,Côte d'Ivoire,CIV,ATS,Non-specified ATS,1980,3.6175
Africa,Côte d'Ivoire,CIV,Cannabis-type,Marijuana (herb),1980,1072.66394
Africa,Côte d'Ivoire,CIV,Cannabis-type,Cannabis plants,1980,432
Americas,Jamaica,JAM,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,272.1549988
Americas,Jamaica,JAM,Cannabis-type,Marijuana (herb),1980,163583
Americas,Jamaica,JAM,Cannabis-type,Hashish (resin),1980,20
Americas,Jamaica,JAM,Cannabis-type,Cannabis plants,1980,746311.4
Americas,Jamaica,JAM,Cannabis-type,Cannabis seed,1980,52
Asia,Japan,JPN,Cannabis-type,Cannabis plants,1980,7146.6
Asia,Japan,JPN,Cocaine-type,"Cocaine (base, paste and salts)",1980,0.021
Asia,Japan,JPN,Opioids,Heroin,1980,0.488999993
Asia,Japan,JPN,Opioids,Illicit morphine,1980,0.002
Asia,Japan,JPN,Opioids,Opium,1980,0.358999997
Asia,Japan,JPN,Opioids,Other illicit opioids,1980,0.125
Asia,Japan,JPN,ATS,Non-specified ATS,1980,157.4750061
Asia,Japan,JPN,Non-specified,Non-specified,1980,0.148000002
Asia,Japan,JPN,Opioids,Poppy plants,1980,2216.2
Asia,Japan,JPN,Cocaine-type,Coca leaf,1980,0.240999997
Asia,Japan,JPN,Cannabis-type,Cannabis oil,1980,0.027000001
Asia,Japan,JPN,Cannabis-type,Marijuana (herb),1980,71
Asia,Japan,JPN,Cannabis-type,Hashish (resin),1980,4
Asia,Japan,JPN,Cannabis-type,Cannabis plants,1980,18
Asia,Japan,JPN,Hallucinogens,LSD,1980,0.00027
Asia,Japan,JPN,Opioids,Other illicit opioids,1980,0.088
Asia,Japan,JPN,ATS,Non-specified ATS,1980,6.389999866
Asia,Jordan,JOR,Cannabis-type,Hashish (resin),1980,410
Africa,Kenya,KEN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.399999991
Africa,Kenya,KEN,Cannabis-type,Marijuana (herb),1980,16989
Africa,Kenya,KEN,Cannabis-type,Hashish (resin),1980,149
Asia,Kuwait,KWT,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.00433
Asia,Kuwait,KWT,Opioids,Heroin,1980,0.330000013
Asia,Kuwait,KWT,Opioids,Opium,1980,2
Asia,Kuwait,KWT,Opioids,Other illicit opioids,1980,0.0045
Asia,Kuwait,KWT,Opioids,Poppy plants,1980,0.338999987
Asia,Kuwait,KWT,Cannabis-type,Hashish (resin),1980,263
Asia,Kuwait,KWT,Cannabis-type,Cannabis plants,1980,1
Asia,Lebanon,LBN,Cocaine-type,"Cocaine (base, paste and salts)",1980,0.672999978
Asia,Lebanon,LBN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.00069
Asia,Lebanon,LBN,Opioids,Heroin,1980,22.72500038
Asia,Lebanon,LBN,Opioids,Opium,1980,5
Asia,Lebanon,LBN,ATS,Non-specified ATS,1980,0.05
Asia,Lebanon,LBN,Cannabis-type,Cannabis oil,1980,115.4700012
Asia,Lebanon,LBN,Cannabis-type,Hashish (resin),1980,14324
Africa,Lesotho,LSO,Cannabis-type,Marijuana (herb),1980,3401
Africa,Lesotho,LSO,Cannabis-type,Cannabis plants,1980,52
Africa,Lesotho,LSO,Cannabis-type,Cannabis seed,1980,0.151999995
Europe,Luxembourg,LUX,Cocaine-type,"Cocaine (base, paste and salts)",1980,2.286000013
Europe,Luxembourg,LUX,Opioids,Heroin,1980,1.667000055
Europe,Luxembourg,LUX,Opioids,Other illicit opioids,1980,0.509000003
Europe,Luxembourg,LUX,Cannabis-type,Marijuana (herb),1980,0.791999996
Europe,Luxembourg,LUX,Cannabis-type,Hashish (resin),1980,0.990999997
Europe,Luxembourg,LUX,Hallucinogens,LSD,1980,3.15E-06
Africa,Madagascar,MDG,Cannabis-type,Marijuana (herb),1980,874
Africa,Madagascar,MDG,Cannabis-type,Cannabis plants,1980,135.8
Asia,Malaysia,MYS,Opioids,Heroin,1980,28.58699989
Asia,Malaysia,MYS,Opioids,Illicit morphine,1980,11.12199974
Asia,Malaysia,MYS,Opioids,Opium,1980,100
Asia,Malaysia,MYS,Cannabis-type,Marijuana (herb),1980,117
Asia,Malaysia,MYS,Cannabis-type,Cannabis plants,1980,230.5
Africa,Mauritius,MUS,Cocaine-type,"Cocaine (base, paste and salts)",1980,0.005
Africa,Mauritius,MUS,Opioids,Opium,1980,75
Africa,Mauritius,MUS,Opioids,Opium,1980,0.02
Africa,Mauritius,MUS,Cannabis-type,Marijuana (herb),1980,18
Africa,Mauritius,MUS,Cannabis-type,Cannabis plants,1980,1597
Europe,Malta,MLT,Cannabis-type,Marijuana (herb),1980,298
Africa,Mauritania,MRT,Cannabis-type,Hashish (resin),1980,49
Asia,Maldives,MDV,Opioids,Opium,1980,0.005
Asia,Maldives,MDV,Cannabis-type,Marijuana (herb),1980,0.180999994
Asia,Maldives,MDV,Cannabis-type,Hashish (resin),1980,0.043000001
Asia,Maldives,MDV,Cannabis-type,Cannabis seed,1980,0.008
Americas,Mexico,MEX,Cocaine-type,"Cocaine (base, paste and salts)",1980,29
Americas,Mexico,MEX,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,NULL
Americas,Mexico,MEX,Opioids,Heroin,1980,33
Americas,Mexico,MEX,Opioids,Opium,1980,78
Americas,Mexico,MEX,ATS,Non-specified ATS,1980,2623.896
Americas,Mexico,MEX,Opioids,Poppy seed,1980,22
Americas,Mexico,MEX,Cannabis-type,Marijuana (herb),1980,69873
Americas,Mexico,MEX,Cannabis-type,Cannabis seed,1980,883
Europe,Monaco,MCO,Opioids,Heroin,1980,NULL
Europe,Monaco,MCO,Non-specified,Non-specified,1980,0.001
Europe,Monaco,MCO,Cannabis-type,Marijuana (herb),1980,0.030999999
Europe,Monaco,MCO,Cannabis-type,Hashish (resin),1980,0.028999999
Europe,Monaco,MCO,Cannabis-type,Cannabis plants,1980,0.3
Europe,Monaco,MCO,Cannabis-type,Cannabis seed,1980,0.035999998
Africa,Morocco,MAR,Cannabis-type,Cannabis oil,1980,17
Africa,Morocco,MAR,Cannabis-type,Hashish (resin),1980,32821
Asia,Myanmar,MMR,Opioids,Heroin,1980,99
Asia,Myanmar,MMR,Opioids,Opium,1980,2431
Asia,Myanmar,MMR,Cannabis-type,Marijuana (herb),1980,190
Asia,Myanmar,MMR,Cannabis-type,Cannabis plants,1980,55.7
Americas,Netherlands Antilles,ANT,Cocaine-type,"Cocaine (base, paste and salts)",1980,23.42700005
Americas,Netherlands Antilles,ANT,Cannabis-type,Marijuana (herb),1980,1181
Americas,Netherlands Antilles,ANT,Cannabis-type,Hashish (resin),1980,4
Americas,Netherlands Antilles,ANT,Cannabis-type,Cannabis plants,1980,2.7
Americas,Netherlands Antilles,ANT,Hallucinogens,LSD,1980,2.50E-06
Oceania,New Caledonia,NCL,Opioids,Heroin,1980,0.319999993
Oceania,New Caledonia,NCL,Cannabis-type,Cannabis oil,1980,19.29999924
Oceania,New Caledonia,NCL,Cannabis-type,Marijuana (herb),1980,0.84799999
Oceania,New Caledonia,NCL,Cannabis-type,Hashish (resin),1980,6
Oceania,New Caledonia,NCL,Cannabis-type,Cannabis seed,1980,0.00667
Asia,Nepal,NPL,Cannabis-type,Cannabis oil,1980,5.949999809
Asia,Nepal,NPL,Cannabis-type,Marijuana (herb),1980,62
Asia,Nepal,NPL,Cannabis-type,Hashish (resin),1980,516
Europe,Netherlands,NLD,Opioids,Illicit morphine,1980,0.293500004
Europe,Netherlands,NLD,ATS,Non-specified ATS,1980,0.2015
Europe,Netherlands,NLD,Non-specified,Non-specified,1980,0.060719999
Europe,Netherlands,NLD,Cocaine-type,"Cocaine (base, paste and salts)",1980,46.41600037
Europe,Netherlands,NLD,Hallucinogens,Non-specified hallucinogens,1980,0.188999996
Europe,Netherlands,NLD,Opioids,Heroin,1980,116.3310013
Europe,Netherlands,NLD,Opioids,Illicit morphine,1980,0.957000017
Europe,Netherlands,NLD,Opioids,Opium,1980,0.050000001
Europe,Netherlands,NLD,Opioids,Other illicit opioids,1980,0.0048
Europe,Netherlands,NLD,ATS,Non-specified ATS,1980,19.13199997
Europe,Netherlands,NLD,Non-specified,Non-specified,1980,0.123000003
Europe,Netherlands,NLD,Cannabis-type,Cannabis oil,1980,4.704999924
Europe,Netherlands,NLD,Cannabis-type,Marijuana (herb),1980,140
Europe,Netherlands,NLD,Cannabis-type,Hashish (resin),1980,14200
Europe,Netherlands,NLD,Hallucinogens,LSD,1980,0.0002183
Africa,Nigeria,NGA,Cannabis-type,Marijuana (herb),1980,29860
Europe,Norway,NOR,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.049169999
Europe,Norway,NOR,Opioids,Illicit morphine,1980,0.078200001
Europe,Norway,NOR,Opioids,Other illicit opioids,1980,0.032275
Europe,Norway,NOR,ATS,Non-specified ATS,1980,0.09975
Europe,Norway,NOR,Cocaine-type,"Cocaine (base, paste and salts)",1980,0.236000001
Europe,Norway,NOR,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.02
Europe,Norway,NOR,Hallucinogens,Non-specified hallucinogens,1980,0.0003
Europe,Norway,NOR,Opioids,Heroin,1980,3.63499999
Europe,Norway,NOR,Opioids,Illicit morphine,1980,0.38499999
Europe,Norway,NOR,Opioids,Opium,1980,0.172000006
Europe,Norway,NOR,Opioids,Other illicit opioids,1980,0.202000007
Europe,Norway,NOR,ATS,Non-specified ATS,1980,0.785000026
Europe,Norway,NOR,Non-specified,Non-specified,1980,NULL
Europe,Norway,NOR,Opioids,Opium,1980,0.463999987
Europe,Norway,NOR,Opioids,Poppy plants,1980,0.017000001
Europe,Norway,NOR,Cannabis-type,Cannabis oil,1980,0.007
Europe,Norway,NOR,Cannabis-type,Marijuana (herb),1980,114
Europe,Norway,NOR,Hallucinogens,LSD,1980,2.11E-05
Oceania,New Zealand,NZL,Cocaine-type,"Cocaine (base, paste and salts)",1980,0.138999999
Oceania,New Zealand,NZL,Opioids,Heroin,1980,0.218999997
Oceania,New Zealand,NZL,Opioids,Illicit morphine,1980,0.071999997
Oceania,New Zealand,NZL,Opioids,Opium,1980,0.006
Oceania,New Zealand,NZL,Cannabis-type,Cannabis oil,1980,0.015
Oceania,New Zealand,NZL,Cannabis-type,Marijuana (herb),1980,410
Oceania,New Zealand,NZL,Cannabis-type,Hashish (resin),1980,6
Oceania,New Zealand,NZL,Cannabis-type,Cannabis plants,1980,3699.4
Oceania,New Zealand,NZL,Cannabis-type,Cannabis seed,1980,2
Oceania,New Zealand,NZL,Hallucinogens,LSD,1980,0.0012034
Asia,Oman,OMN,Opioids,Opium,1980,1
Asia,Oman,OMN,Cannabis-type,Hashish (resin),1980,13
Asia,Pakistan,PAK,Opioids,Illicit morphine,1980,0.526200008
Asia,Pakistan,PAK,Opioids,Other illicit opioids,1980,11.25187517
Asia,Pakistan,PAK,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.179429996
Asia,Pakistan,PAK,Opioids,Heroin,1980,8.5
Asia,Pakistan,PAK,Opioids,Illicit morphine,1980,955.0599976
Asia,Pakistan,PAK,Opioids,Opium,1980,4966
Asia,Pakistan,PAK,Opioids,Other illicit opioids,1980,0.02
Asia,Pakistan,PAK,Non-specified,Non-specified,1980,0.050049999
Asia,Pakistan,PAK,Opioids,Poppy plants,1980,408
Asia,Pakistan,PAK,Cannabis-type,Cannabis oil,1980,95.5
Asia,Pakistan,PAK,Cannabis-type,Marijuana (herb),1980,16882
Asia,Pakistan,PAK,Cannabis-type,Hashish (resin),1980,31737
Asia,Pakistan,PAK,Cannabis-type,Cannabis plants,1980,348.5
Americas,Panama,PAN,Cocaine-type,"Cocaine (base, paste and salts)",1980,54.16999817
Americas,Panama,PAN,Cannabis-type,Marijuana (herb),1980,31271
Americas,Paraguay,PRY,Cocaine-type,"Cocaine (base, paste and salts)",1980,0.170000002
Americas,Paraguay,PRY,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.125
Americas,Paraguay,PRY,ATS,Non-specified ATS,1980,0.370000005
Americas,Paraguay,PRY,Cocaine-type,Coca leaf,1980,0.219999999
Americas,Paraguay,PRY,Cannabis-type,Marijuana (herb),1980,4.699999809
Americas,Paraguay,PRY,Cannabis-type,Cannabis plants,1980,6.849999905
Americas,Paraguay,PRY,Cannabis-type,Cannabis seed,1980,0.649999976
Americas,Peru,PER,Cocaine-type,"Cocaine (base, paste and salts)",1980,4755.303223
Americas,Peru,PER,Opioids,Opium,1980,11
Americas,Peru,PER,Cannabis-type,Marijuana (herb),1980,415
Americas,Peru,PER,Hallucinogens,LSD,1980,8.00E-07
Asia,Philippines,PHL,Opioids,Heroin,1980,2
Asia,Philippines,PHL,Opioids,Illicit morphine,1980,1
Asia,Philippines,PHL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.661029985
Asia,Philippines,PHL,ATS,Non-specified ATS,1980,1
Asia,Philippines,PHL,Cannabis-type,Marijuana (herb),1980,864
Asia,Philippines,PHL,Cannabis-type,Hashish (resin),1980,0.224999994
Asia,Philippines,PHL,Cannabis-type,Cannabis plants,1980,45961.2
Asia,Philippines,PHL,Hallucinogens,LSD,1980,6.00E-07
Europe,Poland,POL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,1.819000006
Europe,Poland,POL,Opioids,Heroin,1980,51.58000183
Europe,Poland,POL,Opioids,Opium,1980,0.002
Europe,Poland,POL,Opioids,Other illicit opioids,1980,0.797999978
Europe,Poland,POL,Non-specified,Non-specified,1980,0.037
Europe,Poland,POL,Cannabis-type,Marijuana (herb),1980,0.100000001
Europe,Poland,POL,Cannabis-type,Cannabis plants,1980,0.012
Europe,Portugal,PRT,Cocaine-type,"Cocaine (base, paste and salts)",1980,0.035999998
Europe,Portugal,PRT,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.00778
Europe,Portugal,PRT,Opioids,Heroin,1980,0.897000015
Europe,Portugal,PRT,Opioids,Illicit morphine,1980,NULL
Europe,Portugal,PRT,Opioids,Opium,1980,0.107000001
Europe,Portugal,PRT,ATS,Non-specified ATS,1980,0.15025
Europe,Portugal,PRT,Non-specified,Non-specified,1980,0.052999999
Europe,Portugal,PRT,Cannabis-type,Marijuana (herb),1980,190
Europe,Portugal,PRT,Cannabis-type,Hashish (resin),1980,31
Europe,Portugal,PRT,Cannabis-type,Cannabis plants,1980,46
Europe,Portugal,PRT,Hallucinogens,LSD,1980,2.50E-07
Asia,Qatar,QAT,Opioids,Opium,1980,3
Asia,Qatar,QAT,Cannabis-type,Hashish (resin),1980,41
Asia,Republic of Korea,KOR,Opioids,Heroin,1980,0.004
Asia,Republic of Korea,KOR,Opioids,Illicit morphine,1980,0.01
Asia,Republic of Korea,KOR,Opioids,Other illicit opioids,1980,0.001
Asia,Republic of Korea,KOR,ATS,Non-specified ATS,1980,36.52099991
Asia,Republic of Korea,KOR,Non-specified,Non-specified,1980,0.015
Asia,Republic of Korea,KOR,Opioids,Poppy plants,1980,17.1
Asia,Republic of Korea,KOR,Cannabis-type,Marijuana (herb),1980,164
Asia,Republic of Korea,KOR,Cannabis-type,Cannabis plants,1980,10438.6
Asia,Republic of Korea,KOR,Hallucinogens,LSD,1980,3.75E-06
Europe,Romania,ROU,Cannabis-type,Hashish (resin),1980,0.157000005
Africa,South Africa,ZAF,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,10.00499978
Africa,South Africa,ZAF,ATS,Non-specified ATS,1980,0.325
Africa,South Africa,ZAF,Non-specified,Non-specified,1980,0.119999997
Africa,South Africa,ZAF,Cannabis-type,Marijuana (herb),1980,575419
Africa,South Africa,ZAF,Cannabis-type,Cannabis seed,1980,2000
Africa,South Africa,ZAF,Hallucinogens,LSD,1980,0.00016
Africa,Seychelles,SYC,Cannabis-type,Marijuana (herb),1980,0.039000001
Asia,Singapore,SGP,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,1.00E-04
Asia,Singapore,SGP,Opioids,Heroin,1980,1.378999949
Asia,Singapore,SGP,Opioids,Illicit morphine,1980,0.071999997
Asia,Singapore,SGP,Opioids,Opium,1980,93
Asia,Singapore,SGP,Opioids,Other illicit opioids,1980,0.0052
Asia,Singapore,SGP,Cannabis-type,Marijuana (herb),1980,2694
Asia,Singapore,SGP,Cannabis-type,Hashish (resin),1980,5
Africa,Somalia,SOM,Cannabis-type,Marijuana (herb),1980,14
Europe,Spain,ESP,Cocaine-type,"Cocaine (base, paste and salts)",1980,58.19200134
Europe,Spain,ESP,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,0.034619999
Europe,Spain,ESP,Opioids,Heroin,1980,6.126999855
Europe,Spain,ESP,Opioids,Illicit morphine,1980,7.395999908
Europe,Spain,ESP,Opioids,Opium,1980,0.638000011
Europe,Spain,ESP,Opioids,Other illicit opioids,1980,2.594000101
Europe,Spain,ESP,ATS,Non-specified ATS,1980,13.4945
Europe,Spain,ESP,Non-specified,Non-specified,1980,2.020999908
Europe,Spain,ESP,Cannabis-type,Cannabis oil,1980,89.60900116
Europe,Spain,ESP,Cannabis-type,Marijuana (herb),1980,148
Europe,Spain,ESP,Cannabis-type,Hashish (resin),1980,10920
Europe,Spain,ESP,Cannabis-type,Cannabis plants,1980,224
Europe,Spain,ESP,Cannabis-type,Cannabis seed,1980,0.898000002
Europe,Spain,ESP,Hallucinogens,LSD,1980,0.00069075
Europe,Spain,ESP,Opioids,Other illicit opioids,1980,0.027225
Asia,Sri Lanka,LKA,Opioids,Illicit morphine,1980,0.002
Asia,Sri Lanka,LKA,Opioids,Opium,1980,188
Asia,Sri Lanka,LKA,Cannabis-type,Marijuana (herb),1980,2550
Asia,Sri Lanka,LKA,Cannabis-type,Hashish (resin),1980,79
Asia,Sri Lanka,LKA,Cannabis-type,Cannabis plants,1980,357678
Americas,Saint Vincent and the Grenadines,VCT,Cannabis-type,Marijuana (herb),1980,3293
Americas,Saint Vincent and the Grenadines,VCT,Cannabis-type,Cannabis plants,1980,12.1
Americas,Saint Vincent and the Grenadines,VCT,Cannabis-type,Cannabis seed,1980,0.00223
Africa,Eswatini,SWZ,Cannabis-type,Marijuana (herb),1980,9135
Europe,Sweden,SWE,ATS,Non-specified ATS,1980,0.198
Europe,Sweden,SWE,Cocaine-type,"Cocaine (base, paste and salts)",1980,1.631000042
Europe,Sweden,SWE,Opioids,Heroin,1980,2.40899992
Europe,Sweden,SWE,Opioids,Illicit morphine,1980,0.013
Europe,Sweden,SWE,Opioids,Opium,1980,0.731999993
Europe,Sweden,SWE,ATS,Non-specified ATS,1980,21.64599991
Europe,Sweden,SWE,Cannabis-type,Cannabis oil,1980,0.903999984
Europe,Sweden,SWE,Cannabis-type,Marijuana (herb),1980,NULL
Europe,Sweden,SWE,Cannabis-type,Hashish (resin),1980,663
Europe,Sweden,SWE,Cannabis-type,Cannabis plants,1980,243.2
Europe,Sweden,SWE,Hallucinogens,LSD,1980,6.55E-06
Europe,Sweden,SWE,Opioids,Illicit morphine,1980,0.013
Europe,Sweden,SWE,Opioids,Illicit morphine,1980,0.0031
Europe,Switzerland,CHE,Cocaine-type,"Cocaine (base, paste and salts)",1980,14.10000038
Europe,Switzerland,CHE,Hallucinogens,Non-specified hallucinogens,1980,0.034000002
Europe,Switzerland,CHE,Opioids,Heroin,1980,16.9659996
Europe,Switzerland,CHE,Opioids,Illicit morphine,1980,0.259000003
Europe,Switzerland,CHE,Opioids,Opium,1980,2
Europe,Switzerland,CHE,ATS,Non-specified ATS,1980,0.842999995
Europe,Switzerland,CHE,Cannabis-type,Cannabis oil,1980,24.20000076
Europe,Switzerland,CHE,Cannabis-type,Hashish (resin),1980,874
Europe,Switzerland,CHE,Hallucinogens,LSD,1980,0.0001849
Asia,Syrian Arab Republic,SYR,Opioids,Opium,1980,6
Asia,Syrian Arab Republic,SYR,Cannabis-type,Cannabis oil,1980,131
Asia,Syrian Arab Republic,SYR,Cannabis-type,Marijuana (herb),1980,1716
Asia,Syrian Arab Republic,SYR,Cannabis-type,Hashish (resin),1980,142
Americas,Turks and Caicos Islands,TCA,Cocaine-type,"Cocaine (base, paste and salts)",1980,65.31800079
Americas,Turks and Caicos Islands,TCA,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,1211.131958
Americas,Turks and Caicos Islands,TCA,Cannabis-type,Marijuana (herb),1980,8391
Asia,Thailand,THA,Opioids,Heroin,1980,117.2929993
Asia,Thailand,THA,Opioids,Illicit morphine,1980,43
Asia,Thailand,THA,Opioids,Opium,1980,354
Asia,Thailand,THA,ATS,Non-specified ATS,1980,32.91999817
Asia,Thailand,THA,Cannabis-type,Marijuana (herb),1980,95340
Africa,Togo,TGO,Cannabis-type,Marijuana (herb),1980,7
Americas,Trinidad and Tobago,TTO,Cannabis-type,Marijuana (herb),1980,268301
Africa,Tunisia,TUN,Cannabis-type,Hashish (resin),1980,9
Africa,Tunisia,TUN,Cannabis-type,Cannabis plants,1980,150.4
Africa,Tunisia,TUN,Cannabis-type,Cannabis seed,1980,0.00253
Europe,Turkey,TUR,Opioids,Heroin,1980,131
Europe,Turkey,TUR,Opioids,Illicit morphine,1980,114
Europe,Turkey,TUR,Opioids,Opium,1980,58
Europe,Turkey,TUR,Cannabis-type,Marijuana (herb),1980,7833
Asia,United Arab Emirates,ARE,Opioids,Heroin,1980,0.419999987
Asia,United Arab Emirates,ARE,Cannabis-type,Marijuana (herb),1980,14
Asia,United Arab Emirates,ARE,Cannabis-type,Hashish (resin),1980,322
Asia,United Arab Emirates,ARE,Opioids,Opium,1980,30
Asia,United Arab Emirates,ARE,ATS,Non-specified ATS,1980,37.208
Europe,United Kingdom,GBR,Cocaine-type,"Cocaine (base, paste and salts)",1980,40.20399857
Europe,United Kingdom,GBR,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1980,3.282000065
Europe,United Kingdom,GBR,Opioids,Heroin,1980,38.15800095
Europe,United Kingdom,GBR,Opioids,Illicit morphine,1980,8.041999817
Europe,United Kingdom,GBR,Opioids,Opium,1980,36
Europe,United Kingdom,GBR,Opioids,Other illicit opioids,1980,0.111000001
Europe,United Kingdom,GBR,ATS,Non-specified ATS,1980,5.21999979
Europe,United Kingdom,GBR,Non-specified,Non-specified,1980,0.59799999
Europe,United Kingdom,GBR,Cocaine-type,Coca leaf,1980,0.02
Europe,United Kingdom,GBR,Cannabis-type,Cannabis oil,1980,127.9599991
Europe,United Kingdom,GBR,Cannabis-type,Marijuana (herb),1980,21408
