Region,Country,ISO Code,Drug Group,Drug,Year,KG Equivalent
Africa,Mauritania,MRT,Cocaine-type,"Cocaine (base, paste and salts)",1987,1.299999952
Africa,Mauritania,MRT,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.055079999
Africa,Mauritania,MRT,Cannabis-type,Marijuana (herb),1987,1500
Asia,Maldives,MDV,Cannabis-type,Hashish (resin),1987,0.300000012
Asia,Maldives,MDV,Cannabis-type,Cannabis seed,1987,1.00E-05
Americas,Mexico,MEX,Cocaine-type,"Cocaine (base, paste and salts)",1987,9296.400391
Americas,Mexico,MEX,Opioids,Heroin,1987,73.5
Americas,Mexico,MEX,Opioids,Illicit morphine,1987,10.80000019
Americas,Mexico,MEX,Opioids,Opium,1987,95
Americas,Mexico,MEX,Opioids,Poppy seed,1987,170.6000061
Americas,Mexico,MEX,Cannabis-type,Marijuana (herb),1987,394542.5
Africa,Mali,MLI,Cannabis-type,Marijuana (herb),1987,513
Africa,Malawi,MWI,Cannabis-type,Marijuana (herb),1987,1365.491943
Europe,Monaco,MCO,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.002
Europe,Monaco,MCO,Opioids,Heroin,1987,NULL
Europe,Monaco,MCO,Cannabis-type,Marijuana (herb),1987,0.228
Europe,Monaco,MCO,Cannabis-type,Hashish (resin),1987,0.017999999
Africa,Morocco,MAR,Cocaine-type,"Cocaine (base, paste and salts)",1987,20.8939991
Africa,Morocco,MAR,Opioids,Heroin,1987,3.026000023
Africa,Morocco,MAR,Cannabis-type,Marijuana (herb),1987,23688.54492
Africa,Morocco,MAR,Cannabis-type,Hashish (resin),1987,7937.728027
Africa,Morocco,MAR,Cannabis-type,Cannabis plants,1987,3860500
Africa,Mozambique,MOZ,Cannabis-type,Cannabis plants,1987,27
Asia,Myanmar,MMR,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.029599999
Asia,Myanmar,MMR,Opioids,Heroin,1987,80.80999756
Asia,Myanmar,MMR,Opioids,Illicit morphine,1987,29.84000015
Asia,Myanmar,MMR,Opioids,Opium,1987,1481.150024
Asia,Myanmar,MMR,Sedatives and Tranquillizers,Methaqualone,1987,17.693
Asia,Myanmar,MMR,Cannabis-type,Marijuana (herb),1987,566.6900024
Americas,Netherlands Antilles,ANT,Cocaine-type,"Cocaine (base, paste and salts)",1987,2124.225098
Americas,Netherlands Antilles,ANT,Cannabis-type,Marijuana (herb),1987,1067.275024
Americas,Netherlands Antilles,ANT,Cannabis-type,Hashish (resin),1987,2.480000019
Americas,Netherlands Antilles,ANT,Cannabis-type,Cannabis plants,1987,12.2
Americas,Netherlands Antilles,ANT,Cannabis-type,Marijuana (herb),1987,0.0975
Oceania,New Caledonia,NCL,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.002
Oceania,New Caledonia,NCL,Cannabis-type,Marijuana (herb),1987,2
Oceania,New Caledonia,NCL,Cannabis-type,Cannabis plants,1987,100
Oceania,New Caledonia,NCL,Cannabis-type,Cannabis seed,1987,0.0084
Oceania,New Caledonia,NCL,Cannabis-type,Cannabis plants,1987,19
Asia,Nepal,NPL,Cocaine-type,"Cocaine (base, paste and salts)",1987,18.20000076
Asia,Nepal,NPL,Opioids,Heroin,1987,5.728000164
Asia,Nepal,NPL,Opioids,Opium,1987,2.864000082
Asia,Nepal,NPL,Cannabis-type,Marijuana (herb),1987,146799.6719
Asia,Nepal,NPL,Cannabis-type,Hashish (resin),1987,289.0329895
Europe,Netherlands,NLD,Cocaine-type,"Cocaine (base, paste and salts)",1987,405.946991
Europe,Netherlands,NLD,Opioids,Heroin,1987,517.5889893
Europe,Netherlands,NLD,Opioids,Illicit morphine,1987,0.008
Europe,Netherlands,NLD,Opioids,Opium,1987,0.02
Europe,Netherlands,NLD,ATS,Non-specified ATS,1987,124.7330017
Europe,Netherlands,NLD,Cannabis-type,Cannabis oil,1987,0.100000001
Europe,Netherlands,NLD,Cannabis-type,Marijuana (herb),1987,16619.67578
Europe,Netherlands,NLD,Cannabis-type,Hashish (resin),1987,31882.35547
Europe,Netherlands,NLD,Hallucinogens,LSD,1987,0.0006625
Americas,Nicaragua,NIC,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.005
Americas,Nicaragua,NIC,Cannabis-type,Marijuana (herb),1987,8.182999611
Africa,Nigeria,NGA,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.002
Africa,Nigeria,NGA,Opioids,Heroin,1987,0.00105
Africa,Nigeria,NGA,Cannabis-type,Marijuana (herb),1987,0.0035
Africa,Nigeria,NGA,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.050000001
Africa,Nigeria,NGA,Opioids,Heroin,1987,3.5
Africa,Nigeria,NGA,Cannabis-type,Marijuana (herb),1987,3
Europe,Norway,NOR,Cocaine-type,"Cocaine (base, paste and salts)",1987,5.894000053
Europe,Norway,NOR,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.704059984
Europe,Norway,NOR,Opioids,Heroin,1987,4.008999825
Europe,Norway,NOR,ATS,Non-specified ATS,1987,7.801000118
Europe,Norway,NOR,Cannabis-type,Cannabis oil,1987,NULL
Europe,Norway,NOR,Cannabis-type,Marijuana (herb),1987,NULL
Europe,Norway,NOR,Cannabis-type,Hashish (resin),1987,125.1460037
Oceania,New Zealand,NZL,Cocaine-type,"Cocaine (base, paste and salts)",1987,3.207000017
Oceania,New Zealand,NZL,ATS,Ecstasy-type substances,1987,1.44599998
Oceania,New Zealand,NZL,Opioids,Heroin,1987,0.017999999
Oceania,New Zealand,NZL,Opioids,Illicit morphine,1987,0.003
Oceania,New Zealand,NZL,Opioids,Opium,1987,0.002
Oceania,New Zealand,NZL,ATS,Non-specified ATS,1987,0.086000003
Oceania,New Zealand,NZL,Cannabis-type,Cannabis oil,1987,0.151999995
Oceania,New Zealand,NZL,Cannabis-type,Marijuana (herb),1987,474.9790039
Oceania,New Zealand,NZL,Cannabis-type,Hashish (resin),1987,22.33799934
Oceania,New Zealand,NZL,Cannabis-type,Cannabis plants,1987,9538
Oceania,New Zealand,NZL,Cannabis-type,Cannabis seed,1987,3.401000023
Oceania,New Zealand,NZL,Hallucinogens,LSD,1987,0.00022575
Oceania,New Zealand,NZL,Opioids,Heroin,1987,0.111000001
Oceania,New Zealand,NZL,Opioids,Illicit morphine,1987,0.643000007
Oceania,New Zealand,NZL,Opioids,Illicit morphine,1987,0.0012
Oceania,New Zealand,NZL,ATS,Ecstasy-type substances,1987,0.105432
Asia,Oman,OMN,Opioids,Heroin,1987,0.439999998
Asia,Oman,OMN,Opioids,Opium,1987,0.153999999
Asia,Oman,OMN,Cannabis-type,Hashish (resin),1987,3.634000063
Asia,Pakistan,PAK,Opioids,Heroin,1987,5477.729004
Asia,Pakistan,PAK,Opioids,Illicit morphine,1987,2.70940004
Asia,Pakistan,PAK,Opioids,Opium,1987,7852.60498
Asia,Pakistan,PAK,Opioids,Other illicit opioids,1987,0.285750004
Asia,Pakistan,PAK,Sedatives and Tranquillizers,Methaqualone,1987,62
Asia,Pakistan,PAK,Cannabis-type,Marijuana (herb),1987,3138.087891
Asia,Pakistan,PAK,Cannabis-type,Hashish (resin),1987,159515.8594
Asia,Pakistan,PAK,Cannabis-type,Cannabis plants,1987,322.07901
Asia,Pakistan,PAK,Sedatives and Tranquillizers,Methaqualone,1987,1.9005
Americas,Panama,PAN,Cocaine-type,"Cocaine (base, paste and salts)",1987,1258.618042
Americas,Panama,PAN,Cannabis-type,Marijuana (herb),1987,167.0399933
Americas,Peru,PER,Cocaine-type,"Cocaine (base, paste and salts)",1987,40243
Americas,Peru,PER,Cocaine-type,Coca leaf,1987,425605
Americas,Peru,PER,Cannabis-type,Marijuana (herb),1987,139.4349976
Asia,Philippines,PHL,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.01
Asia,Philippines,PHL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.036759999
Asia,Philippines,PHL,Opioids,Heroin,1987,3.984999895
Asia,Philippines,PHL,ATS,Non-specified ATS,1987,0.305999994
Asia,Philippines,PHL,Cannabis-type,Marijuana (herb),1987,871.7420044
Asia,Philippines,PHL,Cannabis-type,Hashish (resin),1987,0.003
Asia,Philippines,PHL,Cannabis-type,Cannabis plants,1987,1046096.7
Asia,Philippines,PHL,Cannabis-type,Cannabis seed,1987,46.08000183
Asia,Philippines,PHL,Cannabis-type,Marijuana (herb),1987,3.39
Oceania,Papua New Guinea,PNG,Cannabis-type,Marijuana (herb),1987,10
Europe,Poland,POL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,1.190000057
Europe,Poland,POL,ATS,Ecstasy-type substances,1987,0.018999999
Europe,Poland,POL,Opioids,Opium,1987,0.029999999
Europe,Poland,POL,Opioids,Other illicit opioids,1987,0.340000004
Europe,Poland,POL,Non-specified,Non-specified,1987,0.066
Europe,Poland,POL,Sedatives and Tranquillizers,Methaqualone,1987,0.022
Europe,Poland,POL,Opioids,Poppy plants,1987,5000
Europe,Portugal,PRT,Cocaine-type,"Cocaine (base, paste and salts)",1987,222.1230011
Europe,Portugal,PRT,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.037999999
Europe,Portugal,PRT,Opioids,Heroin,1987,29.90800095
Europe,Portugal,PRT,ATS,Non-specified ATS,1987,0.002
Europe,Portugal,PRT,Cannabis-type,Cannabis oil,1987,0.007
Europe,Portugal,PRT,Cannabis-type,Marijuana (herb),1987,17.79599953
Europe,Portugal,PRT,Cannabis-type,Hashish (resin),1987,4917.282227
Europe,Portugal,PRT,Cannabis-type,Cannabis plants,1987,85
Europe,Portugal,PRT,Hallucinogens,LSD,1987,0.002
Asia,Qatar,QAT,Opioids,Heroin,1987,2.065000057
Asia,Qatar,QAT,Opioids,Opium,1987,0.465000004
Asia,Qatar,QAT,ATS,Non-specified ATS,1987,0.039
Asia,Qatar,QAT,Sedatives and Tranquillizers,Methaqualone,1987,0.0055
Asia,Qatar,QAT,Cannabis-type,Hashish (resin),1987,69.53700256
Asia,Qatar,QAT,Cannabis-type,Cannabis plants,1987,0.215000004
Asia,Republic of Korea,KOR,Opioids,Heroin,1987,35.67100143
Asia,Republic of Korea,KOR,Opioids,Opium,1987,4.184000015
Asia,Republic of Korea,KOR,ATS,Non-specified ATS,1987,120.7610016
Asia,Republic of Korea,KOR,Opioids,Poppy plants,1987,1524.9
Asia,Republic of Korea,KOR,Cannabis-type,Marijuana (herb),1987,39.21900177
Asia,Republic of Korea,KOR,Cannabis-type,Cannabis plants,1987,0.416000009
Europe,Romania,ROU,Cannabis-type,Hashish (resin),1987,0.000135
Europe,Romania,ROU,Cannabis-type,Cannabis plants,1987,0.3
Europe,Romania,ROU,Cannabis-type,Hashish (resin),1987,0.003
Europe,Romania,ROU,Cannabis-type,Cannabis plants,1987,0.037
Africa,South Africa,ZAF,Cocaine-type,"Cocaine (base, paste and salts)",1987,1.40199995
Africa,South Africa,ZAF,Opioids,Opium,1987,0.026000001
Africa,South Africa,ZAF,Sedatives and Tranquillizers,Methaqualone,1987,3715.45675
Africa,South Africa,ZAF,Cannabis-type,Marijuana (herb),1987,1111414
Africa,South Africa,ZAF,Cannabis-type,Cannabis plants,1987,273654.7188
Africa,South Africa,ZAF,Cannabis-type,Cannabis seed,1987,40
Africa,South Africa,ZAF,Hallucinogens,LSD,1987,0.00034635
Africa,South Africa,ZAF,Any drugs,Any Illicit drugs,1987,0
Asia,Saudi Arabia,SAU,Cannabis-type,Cannabis plants,1987,0.4
Asia,Saudi Arabia,SAU,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.021
Asia,Saudi Arabia,SAU,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,3.783469915
Asia,Saudi Arabia,SAU,Opioids,Heroin,1987,36
Asia,Saudi Arabia,SAU,Opioids,Opium,1987,6
Asia,Saudi Arabia,SAU,ATS,Non-specified ATS,1987,1105.2235
Asia,Saudi Arabia,SAU,Sedatives and Tranquillizers,Methaqualone,1987,0.208
Asia,Saudi Arabia,SAU,Cannabis-type,Marijuana (herb),1987,4.710999966
Asia,Saudi Arabia,SAU,Cannabis-type,Cannabis plants,1987,0.01
Africa,Senegal,SEN,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.003
Africa,Senegal,SEN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.124589997
Africa,Senegal,SEN,Opioids,Heroin,1987,5.600999832
Africa,Senegal,SEN,Sedatives and Tranquillizers,Methaqualone,1987,0.24125
Africa,Senegal,SEN,Cannabis-type,Cannabis oil,1987,0.479999989
Africa,Senegal,SEN,Cannabis-type,Marijuana (herb),1987,25077.46875
Africa,Senegal,SEN,Cannabis-type,Hashish (resin),1987,25
Africa,Senegal,SEN,Hallucinogens,LSD,1987,5.65E-06
Africa,Seychelles,SYC,Cannabis-type,Marijuana (herb),1987,0.439999998
Africa,Seychelles,SYC,Cannabis-type,Cannabis plants,1987,231.6
Asia,Singapore,SGP,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.00266
Asia,Singapore,SGP,Opioids,Heroin,1987,10.55599976
Asia,Singapore,SGP,Opioids,Opium,1987,452.1619873
Asia,Singapore,SGP,ATS,Non-specified ATS,1987,0.0055
Asia,Singapore,SGP,Non-specified,Non-specified,1987,0.379000008
Asia,Singapore,SGP,Cannabis-type,Marijuana (herb),1987,47.00400162
Asia,Singapore,SGP,Cannabis-type,Hashish (resin),1987,0.519999981
Europe,San Marino,SMR,Opioids,Heroin,1987,0.003
Europe,San Marino,SMR,Cannabis-type,Marijuana (herb),1987,0.048999999
Africa,Somalia,SOM,Opioids,Heroin,1987,0.638000011
Africa,Somalia,SOM,Opioids,Opium,1987,4
Africa,Somalia,SOM,Cannabis-type,Marijuana (herb),1987,13.08199978
Europe,Spain,ESP,Cocaine-type,"Cocaine (base, paste and salts)",1987,1135.369019
Europe,Spain,ESP,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.43013999
Europe,Spain,ESP,Opioids,Heroin,1987,412.6990051
Europe,Spain,ESP,ATS,Non-specified ATS,1987,5.21999979
Europe,Spain,ESP,Non-specified,Non-specified,1987,0.02142
Europe,Spain,ESP,Opioids,Poppy plants,1987,1588.030029
Europe,Spain,ESP,Cannabis-type,Cannabis oil,1987,94.08999634
Europe,Spain,ESP,Cannabis-type,Marijuana (herb),1987,299.7340088
Europe,Spain,ESP,Cannabis-type,Hashish (resin),1987,59210.14063
Europe,Spain,ESP,Cannabis-type,Cannabis plants,1987,263.3930054
Europe,Spain,ESP,Hallucinogens,LSD,1987,0.0011064
Europe,Spain,ESP,ATS,Non-specified ATS,1987,0.772
Asia,Sri Lanka,LKA,Opioids,Heroin,1987,19.72299957
Asia,Sri Lanka,LKA,Opioids,Opium,1987,5.943999767
Asia,Sri Lanka,LKA,ATS,Non-specified ATS,1987,0.0035
Asia,Sri Lanka,LKA,Cannabis-type,Marijuana (herb),1987,5938.318848
Asia,Sri Lanka,LKA,Cannabis-type,Hashish (resin),1987,7.751999855
Asia,Sri Lanka,LKA,Cannabis-type,Cannabis plants,1987,10618
Americas,Saint Vincent and the Grenadines,VCT,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.130999997
Americas,Saint Vincent and the Grenadines,VCT,Cannabis-type,Marijuana (herb),1987,97.39499664
Americas,Saint Vincent and the Grenadines,VCT,Cannabis-type,Cannabis plants,1987,2958.9
Americas,Suriname,SUR,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.075000003
Americas,Suriname,SUR,Opioids,Heroin,1987,0.103
Americas,Suriname,SUR,Cannabis-type,Marijuana (herb),1987,0.100000001
Americas,Suriname,SUR,Cannabis-type,Hashish (resin),1987,NULL
Americas,Suriname,SUR,Cannabis-type,Cannabis plants,1987,86
Americas,Suriname,SUR,Cannabis-type,Cannabis seed,1987,NULL
Africa,Eswatini,SWZ,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.00483
Africa,Eswatini,SWZ,Sedatives and Tranquillizers,Methaqualone,1987,76.75
Africa,Eswatini,SWZ,Cannabis-type,Marijuana (herb),1987,12614.97852
Africa,Eswatini,SWZ,Cannabis-type,Cannabis plants,1987,123148.8
Europe,Sweden,SWE,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.661000013
Europe,Sweden,SWE,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.079999998
Europe,Sweden,SWE,ATS,Ecstasy-type substances,1987,0.017999999
Europe,Sweden,SWE,Opioids,Heroin,1987,2.913000107
Europe,Sweden,SWE,Opioids,Illicit morphine,1987,0.001
Europe,Sweden,SWE,ATS,Non-specified ATS,1987,88.81500244
Europe,Sweden,SWE,Opioids,Opium,1987,0.127000004
Europe,Sweden,SWE,Cannabis-type,Marijuana (herb),1987,1.934000015
Europe,Sweden,SWE,Cannabis-type,Hashish (resin),1987,340.7369995
Europe,Sweden,SWE,Cannabis-type,Cannabis plants,1987,71
Europe,Sweden,SWE,Hallucinogens,LSD,1987,3.50E-07
Europe,Sweden,SWE,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.141559997
Europe,Switzerland,CHE,Cocaine-type,"Cocaine (base, paste and salts)",1987,112.9280014
Europe,Switzerland,CHE,ATS,Ecstasy-type substances,1987,0.004607
Europe,Switzerland,CHE,Opioids,Heroin,1987,69.96600342
Europe,Switzerland,CHE,Opioids,Illicit morphine,1987,80.77799988
Europe,Switzerland,CHE,Opioids,Opium,1987,1.537999988
Europe,Switzerland,CHE,ATS,Non-specified ATS,1987,0.024
Europe,Switzerland,CHE,Non-specified,Non-specified,1987,0.00218
Europe,Switzerland,CHE,Cannabis-type,Cannabis oil,1987,8.972000122
Europe,Switzerland,CHE,Cannabis-type,Marijuana (herb),1987,47.88100052
Europe,Switzerland,CHE,Cannabis-type,Hashish (resin),1987,549.5180054
Europe,Switzerland,CHE,Cannabis-type,Cannabis plants,1987,264.4
Europe,Switzerland,CHE,Hallucinogens,LSD,1987,0.0002645
Asia,Syrian Arab Republic,SYR,Cocaine-type,"Cocaine (base, paste and salts)",1987,38.72999954
Asia,Syrian Arab Republic,SYR,Opioids,Heroin,1987,36.00099945
Asia,Syrian Arab Republic,SYR,Opioids,Opium,1987,40.59000015
Asia,Syrian Arab Republic,SYR,ATS,Non-specified ATS,1987,0.36275
Asia,Syrian Arab Republic,SYR,Cannabis-type,Hashish (resin),1987,967.1879883
Americas,Turks and Caicos Islands,TCA,Cocaine-type,"Cocaine (base, paste and salts)",1987,1.360999942
Americas,Turks and Caicos Islands,TCA,Sedatives and Tranquillizers,Methaqualone,1987,0.00025
Americas,Turks and Caicos Islands,TCA,Cannabis-type,Marijuana (herb),1987,4.535999775
Asia,Thailand,THA,Opioids,Heroin,1987,1268.373047
Asia,Thailand,THA,Opioids,Illicit morphine,1987,34.70800018
Asia,Thailand,THA,Opioids,Opium,1987,1116.822998
Asia,Thailand,THA,ATS,Non-specified ATS,1987,1076.958984
Asia,Thailand,THA,Opioids,Poppy plants,1987,486.9909973
Asia,Thailand,THA,Cannabis-type,Cannabis oil,1987,NULL
Asia,Thailand,THA,Cannabis-type,Marijuana (herb),1987,NULL
Asia,Thailand,THA,Cannabis-type,Hashish (resin),1987,5.5
Asia,Thailand,THA,Cannabis-type,Cannabis plants,1987,206796.7031
Asia,Thailand,THA,Cannabis-type,Cannabis seed,1987,44.64199829
Africa,Togo,TGO,Cannabis-type,Marijuana (herb),1987,48.66999817
Americas,Trinidad and Tobago,TTO,Cocaine-type,"Cocaine (base, paste and salts)",1987,14.81999969
Americas,Trinidad and Tobago,TTO,Cannabis-type,Marijuana (herb),1987,1888.759033
Africa,Tunisia,TUN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.00481
Africa,Tunisia,TUN,Opioids,Heroin,1987,0.181999996
Africa,Tunisia,TUN,Opioids,Illicit morphine,1987,0.002
Africa,Tunisia,TUN,Opioids,Poppy plants,1987,2
Africa,Tunisia,TUN,Cannabis-type,Cannabis oil,1987,0.104999997
Africa,Tunisia,TUN,Cannabis-type,Marijuana (herb),1987,6.035999775
Africa,Tunisia,TUN,Cannabis-type,Hashish (resin),1987,64.30599976
Africa,Tunisia,TUN,Cannabis-type,Cannabis plants,1987,87
Europe,Turkey,TUR,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.050999999
Europe,Turkey,TUR,Opioids,Heroin,1987,1331.968994
Europe,Turkey,TUR,Opioids,Illicit morphine,1987,350.4389954
Europe,Turkey,TUR,Opioids,Opium,1987,23.85700035
Europe,Turkey,TUR,Sedatives and Tranquillizers,Methaqualone,1987,0.12775
Europe,Turkey,TUR,Opioids,Poppy plants,1987,3354
Europe,Turkey,TUR,Cannabis-type,Marijuana (herb),1987,93.10700226
Europe,Turkey,TUR,Cannabis-type,Hashish (resin),1987,3499.582031
Europe,Turkey,TUR,Cannabis-type,Cannabis plants,1987,667905.2
Asia,United Arab Emirates,ARE,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.004
Asia,United Arab Emirates,ARE,Opioids,Heroin,1987,58.10499954
Asia,United Arab Emirates,ARE,Opioids,Opium,1987,6.934000015
Asia,United Arab Emirates,ARE,Cannabis-type,Marijuana (herb),1987,167.3000031
Asia,United Arab Emirates,ARE,Cannabis-type,Hashish (resin),1987,1855.157959
Africa,Uganda,UGA,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.150000006
Africa,Uganda,UGA,Opioids,Heroin,1987,0.234999999
Africa,Uganda,UGA,Sedatives and Tranquillizers,Methaqualone,1987,NULL
Europe,United Kingdom,GBR,Cocaine-type,"Cocaine (base, paste and salts)",1987,406.7999878
Europe,United Kingdom,GBR,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,2.299999952
Europe,United Kingdom,GBR,Opioids,Heroin,1987,235.6000061
Europe,United Kingdom,GBR,Opioids,Illicit morphine,1987,0.699999988
Europe,United Kingdom,GBR,Opioids,Opium,1987,1.700000048
Europe,United Kingdom,GBR,Opioids,Other illicit opioids,1987,NULL
Europe,United Kingdom,GBR,ATS,Non-specified ATS,1987,152.3999939
Europe,United Kingdom,GBR,Non-specified,Non-specified,1987,0.300000012
Europe,United Kingdom,GBR,Sedatives and Tranquillizers,Methaqualone,1987,53
Europe,United Kingdom,GBR,Cannabis-type,Cannabis oil,1987,18.5
Europe,United Kingdom,GBR,Cannabis-type,Marijuana (herb),1987,9045.599609
Europe,United Kingdom,GBR,Cannabis-type,Hashish (resin),1987,7871.799805
Europe,United Kingdom,GBR,Cannabis-type,Cannabis plants,1987,955.4
Europe,United Kingdom,GBR,Hallucinogens,LSD,1987,0.003085
Americas,Uruguay,URY,Cocaine-type,"Cocaine (base, paste and salts)",1987,1.75
Americas,Uruguay,URY,ATS,Non-specified ATS,1987,0.2
Americas,Uruguay,URY,Cannabis-type,Marijuana (herb),1987,8.300000191
Americas,Uruguay,URY,Cannabis-type,Cannabis plants,1987,5
Americas,Uruguay,URY,Hallucinogens,LSD,1987,4.00E-07
Americas,United States of America,USA,Cocaine-type,"Cocaine (base, paste and salts)",1987,56400
Americas,United States of America,USA,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.274969994
Americas,United States of America,USA,ATS,Ecstasy-type substances,1987,1075.37875
Americas,United States of America,USA,Opioids,Heroin,1987,501.006012
Americas,United States of America,USA,Opioids,Opium,1987,43.03499985
Americas,United States of America,USA,ATS,Non-specified ATS,1987,6488.046
Americas,United States of America,USA,Non-specified,Non-specified,1987,1.004729978
Americas,United States of America,USA,Sedatives and Tranquillizers,Methaqualone,1987,89.97675
Americas,United States of America,USA,Cannabis-type,Marijuana (herb),1987,622690
Americas,United States of America,USA,Cannabis-type,Hashish (resin),1987,2369.001953
Americas,United States of America,USA,Hallucinogens,LSD,1987,0.183122245
Europe,USSR,NULL,Cocaine-type,"Cocaine (base, paste and salts)",1987,3.849999905
Europe,USSR,NULL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,2.157000065
Europe,USSR,NULL,Opioids,Heroin,1987,0.569000006
Europe,USSR,NULL,Opioids,Illicit morphine,1987,0.351000011
Europe,USSR,NULL,Opioids,Opium,1987,18.2859993
Europe,USSR,NULL,Opioids,Other illicit opioids,1987,0.056000002
Europe,USSR,NULL,ATS,Non-specified ATS,1987,0.002
Europe,USSR,NULL,Non-specified,Non-specified,1987,0.0017
Europe,USSR,NULL,Cannabis-type,Marijuana (herb),1987,7091.958008
Europe,USSR,NULL,Opioids,Heroin,1987,3.00E-05
Europe,USSR,NULL,Opioids,Illicit morphine,1987,0.0036
Europe,USSR,NULL,Opioids,Other illicit opioids,1987,0.004425
Americas,Venezuela (Bolivarian Republic of),VEN,Cocaine-type,"Cocaine (base, paste and salts)",1987,1889.239014
Americas,Venezuela (Bolivarian Republic of),VEN,Opioids,Heroin,1987,3.5
Americas,Venezuela (Bolivarian Republic of),VEN,Sedatives and Tranquillizers,Methaqualone,1987,0.065
Americas,Venezuela (Bolivarian Republic of),VEN,Cannabis-type,Marijuana (herb),1987,1522.979004
Europe,Serbia and Montenegro,NULL,Cocaine-type,"Cocaine (base, paste and salts)",1987,0.805000007
Europe,Serbia and Montenegro,NULL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.00265
Europe,Serbia and Montenegro,NULL,Opioids,Heroin,1987,110.1549988
Europe,Serbia and Montenegro,NULL,Opioids,Opium,1987,12.24199963
Europe,Serbia and Montenegro,NULL,Opioids,Other illicit opioids,1987,0.012
Europe,Serbia and Montenegro,NULL,Non-specified,Non-specified,1987,0.181879996
Europe,Serbia and Montenegro,NULL,Opioids,Poppy plants,1987,35
Europe,Serbia and Montenegro,NULL,Cannabis-type,Marijuana (herb),1987,38.09999847
Europe,Serbia and Montenegro,NULL,Cannabis-type,Cannabis plants,1987,206.8
Europe,Serbia and Montenegro,NULL,Cannabis-type,Cannabis seed,1987,4.311999798
Europe,Serbia and Montenegro,NULL,Hallucinogens,LSD,1987,0.0003501
Europe,Serbia and Montenegro,NULL,Opioids,Other illicit opioids,1987,0.0001
Africa,Zambia,ZMB,Opioids,Illicit morphine,1987,2.700000048
Africa,Zambia,ZMB,Opioids,Opium,1987,3.5
Africa,Zambia,ZMB,Sedatives and Tranquillizers,Methaqualone,1987,5.509
Africa,Zambia,ZMB,Cannabis-type,Marijuana (herb),1987,155.2400055
Africa,Zambia,ZMB,Cannabis-type,Hashish (resin),1987,NULL
Africa,Zimbabwe,ZWE,Cannabis-type,Cannabis plants,1987,108.8
Africa,Zimbabwe,ZWE,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1987,0.00039
Africa,Zimbabwe,ZWE,Sedatives and Tranquillizers,Methaqualone,1987,9
Africa,Zimbabwe,ZWE,Cannabis-type,Marijuana (herb),1987,578.3359985
Africa,Zimbabwe,ZWE,Cannabis-type,Cannabis plants,1987,819
Asia,Afghanistan,AFG,Opioids,Heroin,1988,771.9000244
Asia,Afghanistan,AFG,Opioids,Opium,1988,2593.5
Asia,Afghanistan,AFG,Cannabis-type,Hashish (resin),1988,11902.40039
Africa,Algeria,DZA,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.084759998
Africa,Algeria,DZA,Cannabis-type,Cannabis plants,1988,1335.699951
Europe,Andorra,AND,Cocaine-type,"Cocaine (base, paste and salts)",1988,0.0011
Europe,Andorra,AND,Opioids,Heroin,1988,1.067999959
Europe,Andorra,AND,Cannabis-type,Marijuana (herb),1988,0.027000001
Europe,Andorra,AND,Cannabis-type,Hashish (resin),1988,11.13799953
Americas,Antigua and Barbuda,ATG,Cocaine-type,"Cocaine (base, paste and salts)",1988,10
Americas,Antigua and Barbuda,ATG,Cannabis-type,Marijuana (herb),1988,190
